Date,Year,Day_of_Week,Week_of_Year,Month,Month_Name,Period_Label,Resident_Population,Daily_Visitors_Overnight,Daily_Visitors_Day_Tripper,Daily_Visitors_Total,Access_Fee_Active,Access_Fee_EUR,Access_Fee_USD,Fee_Tier,Acqua_Alta_Flag,Major_Event_Flag,Major_Event_Name,CPI,Data_Source,Derivation_Method,Notes
2028-06-29,2028,Thursday,26,6,June,2028_projected,46100,49773,42066,91839,N,,,,N,N,,176.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-06-30,2028,Friday,26,6,June,2028_projected,46100,52790,47217,100007,N,,,,N,N,,191.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-01,2028,Saturday,26,7,July,2028_projected,46100,59728,55631,115359,N,,,,N,Y,Venice Biennale (season),221.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-02,2028,Sunday,26,7,July,2028_projected,46100,55927,49140,105067,N,,,,N,N,,201.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-03,2028,Monday,27,7,July,2028_projected,46100,52126,40944,93070,Y,5.00,5.81,tiered,N,N,,178.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-04,2028,Tuesday,27,7,July,2028_projected,46100,51583,40054,91637,Y,5.00,5.81,tiered,N,N,,175.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-05,2028,Wednesday,27,7,July,2028_projected,46100,52126,40944,93070,Y,5.00,5.81,tiered,N,N,,178.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-06,2028,Thursday,27,7,July,2028_projected,46100,53755,45432,99187,N,,,,N,N,,190.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-07,2028,Friday,27,7,July,2028_projected,46100,57013,50995,108008,N,,,,N,N,,207.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-08,2028,Saturday,27,7,July,2028_projected,46100,59728,55631,115359,N,,,,N,N,,221.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-09,2028,Sunday,27,7,July,2028_projected,46100,55927,49140,105067,N,,,,N,N,,201.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-10,2028,Monday,28,7,July,2028_projected,46100,52126,40944,93070,Y,5.00,5.81,tiered,N,N,,178.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-11,2028,Tuesday,28,7,July,2028_projected,46100,51583,40054,91637,Y,5.00,5.81,tiered,N,N,,175.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-12,2028,Wednesday,28,7,July,2028_projected,46100,52126,40944,93070,Y,5.00,5.81,tiered,N,N,,178.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-13,2028,Thursday,28,7,July,2028_projected,46100,53755,45432,99187,N,,,,N,N,,190.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-14,2028,Friday,28,7,July,2028_projected,46100,57013,50995,108008,N,,,,N,N,,207.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-15,2028,Saturday,28,7,July,2028_projected,46100,59728,55631,115359,N,,,,N,N,,221.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-16,2028,Sunday,28,7,July,2028_projected,46100,55927,49140,105067,N,,,,N,Y,Festa del Redentore,201.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-17,2028,Monday,29,7,July,2028_projected,46100,52126,40944,93070,Y,5.00,5.81,tiered,N,N,,178.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-18,2028,Tuesday,29,7,July,2028_projected,46100,51583,40054,91637,Y,5.00,5.81,tiered,N,N,,175.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-19,2028,Wednesday,29,7,July,2028_projected,46100,52126,40944,93070,Y,5.00,5.81,tiered,N,N,,178.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-20,2028,Thursday,29,7,July,2028_projected,46100,53755,45432,99187,N,,,,N,N,,190.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-21,2028,Friday,29,7,July,2028_projected,46100,57013,50995,108008,N,,,,N,N,,207.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-22,2028,Saturday,29,7,July,2028_projected,46100,59728,55631,115359,N,,,,N,N,,221.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-23,2028,Sunday,29,7,July,2028_projected,46100,55927,49140,105067,N,,,,N,N,,201.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-24,2028,Monday,30,7,July,2028_projected,46100,52126,40944,93070,Y,5.00,5.81,tiered,N,N,,178.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-25,2028,Tuesday,30,7,July,2028_projected,46100,51583,40054,91637,Y,5.00,5.81,tiered,N,N,,175.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-26,2028,Wednesday,30,7,July,2028_projected,46100,52126,40944,93070,Y,5.00,5.81,tiered,N,N,,178.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",EUR5 advance / EUR10 last-minute; projected; CI +/-42%
2028-07-27,2028,Thursday,30,7,July,2028_projected,46100,53755,45432,99187,N,,,,N,N,,190.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-28,2028,Friday,30,7,July,2028_projected,46100,57013,50995,108008,N,,,,N,N,,207.3,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-29,2028,Saturday,30,7,July,2028_projected,46100,59728,55631,115359,N,,,,N,N,,221.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-30,2028,Sunday,30,7,July,2028_projected,46100,55927,49140,105067,N,,,,N,N,,201.6,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-07-31,2028,Monday,31,7,July,2028_projected,46100,52126,42650,94776,N,,,,N,N,,181.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-01,2028,Tuesday,31,8,August,2028_projected,46100,45852,37087,82939,N,,,,N,Y,Venice Biennale (season),159.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-02,2028,Wednesday,31,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,N,,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-03,2028,Thursday,31,8,August,2028_projected,46100,47782,40384,88166,N,,,,N,N,,169.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-04,2028,Friday,31,8,August,2028_projected,46100,50678,45329,96007,N,,,,N,N,,184.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-05,2028,Saturday,31,8,August,2028_projected,46100,53091,49450,102541,N,,,,N,N,,196.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-06,2028,Sunday,31,8,August,2028_projected,46100,49713,43680,93393,N,,,,N,N,,179.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-07,2028,Monday,32,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,N,,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-08,2028,Tuesday,32,8,August,2028_projected,46100,45852,37087,82939,N,,,,N,N,,159.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-09,2028,Wednesday,32,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,N,,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-10,2028,Thursday,32,8,August,2028_projected,46100,47782,40384,88166,N,,,,N,N,,169.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-11,2028,Friday,32,8,August,2028_projected,46100,50678,45329,96007,N,,,,N,N,,184.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-12,2028,Saturday,32,8,August,2028_projected,46100,53091,49450,102541,N,,,,N,N,,196.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-13,2028,Sunday,32,8,August,2028_projected,46100,49713,43680,93393,N,,,,N,N,,179.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-14,2028,Monday,33,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,N,,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-15,2028,Tuesday,33,8,August,2028_projected,46100,45852,37087,82939,N,,,,N,N,,159.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-16,2028,Wednesday,33,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,N,,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-17,2028,Thursday,33,8,August,2028_projected,46100,47782,40384,88166,N,,,,N,N,,169.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-18,2028,Friday,33,8,August,2028_projected,46100,50678,45329,96007,N,,,,N,N,,184.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-19,2028,Saturday,33,8,August,2028_projected,46100,53091,49450,102541,N,,,,N,N,,196.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-20,2028,Sunday,33,8,August,2028_projected,46100,49713,43680,93393,N,,,,N,N,,179.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-21,2028,Monday,34,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,N,,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-22,2028,Tuesday,34,8,August,2028_projected,46100,45852,37087,82939,N,,,,N,N,,159.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-23,2028,Wednesday,34,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,N,,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-24,2028,Thursday,34,8,August,2028_projected,46100,47782,40384,88166,N,,,,N,N,,169.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-25,2028,Friday,34,8,August,2028_projected,46100,50678,45329,96007,N,,,,N,N,,184.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-26,2028,Saturday,34,8,August,2028_projected,46100,53091,49450,102541,N,,,,N,N,,196.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-27,2028,Sunday,34,8,August,2028_projected,46100,49713,43680,93393,N,,,,N,Y,Venice Film Festival,179.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-28,2028,Monday,35,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,Y,Venice Film Festival,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-29,2028,Tuesday,35,8,August,2028_projected,46100,45852,37087,82939,N,,,,N,Y,Venice Film Festival,159.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-30,2028,Wednesday,35,8,August,2028_projected,46100,46334,37911,84245,N,,,,N,Y,Venice Film Festival,161.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-08-31,2028,Thursday,35,8,August,2028_projected,46100,47782,40384,88166,N,,,,N,Y,Venice Film Festival,169.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-01,2028,Friday,35,9,September,2028_projected,46100,52790,47217,100007,N,,,,N,Y,Venice Biennale (season),191.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-02,2028,Saturday,35,9,September,2028_projected,46100,55304,51510,106814,N,,,,N,Y,Venice Film Festival,205.0,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-03,2028,Sunday,35,9,September,2028_projected,46100,51784,45500,97284,N,,,,N,Y,Venice Film Festival,186.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-04,2028,Monday,36,9,September,2028_projected,46100,48265,39491,87756,N,,,,N,Y,Venice Film Festival,168.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-05,2028,Tuesday,36,9,September,2028_projected,46100,47762,38632,86394,N,,,,N,Y,Venice Film Festival,165.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-06,2028,Wednesday,36,9,September,2028_projected,46100,48265,39491,87756,N,,,,N,Y,Venice Film Festival,168.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-07,2028,Thursday,36,9,September,2028_projected,46100,49773,42066,91839,N,,,,N,Y,Venice Film Festival,176.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-08,2028,Friday,36,9,September,2028_projected,46100,52790,47217,100007,N,,,,N,N,,191.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-09,2028,Saturday,36,9,September,2028_projected,46100,55304,51510,106814,N,,,,N,N,,205.0,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-10,2028,Sunday,36,9,September,2028_projected,46100,51784,45500,97284,N,,,,N,N,,186.7,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-11,2028,Monday,37,9,September,2028_projected,46100,48265,39491,87756,N,,,,N,N,,168.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-12,2028,Tuesday,37,9,September,2028_projected,46100,47762,38632,86394,N,,,,N,N,,165.8,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-13,2028,Wednesday,37,9,September,2028_projected,46100,48265,39491,87756,N,,,,N,N,,168.4,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-14,2028,Thursday,37,9,September,2028_projected,46100,49773,42066,91839,N,,,,N,N,,176.2,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
2028-09-15,2028,Friday,37,9,September,2028_projected,46100,52790,47217,100007,N,,,,N,N,,191.9,DPM projection from 2024-2025 actuals [web search - 2026-06-05] [web search - 2026-06-05],"projected: compounding overnight +2.5%/yr, day-tripper +1.0%/yr from 2024 base; fee calendar carried from 2026. [web search - 2026-06-05]",projected; CI +/-42%
